"ASSOCIATIONID","ASSOCIATION","MONTH","YEAR","CLOSEDLISTINGS","PENDINGLISTINGS","ACTIVELISTINGS","AVERAGELISTINGPRICE","MEDIANLISTINGPRICE","AVERAGECLOSINGPRICE","MEDIANCLOSINGPRICE","TOTALDOLLARSSOLD","AVERAGEDAYSONMARKET"
4355,"REALTOR® Association of Southern Kentucky",2,2021,189,499,412,277045,218900,224715,205000,42471985,98
4370,"Somerset-Lake Cumberland Board of REALTORS®",2,2021,101,129,354,235219,179900,193263,160000,19519660,118
4275,"South Central Kentucky Association of REALTORS®",2,2021,44,107,111,227162,179000,165920,148750,7300470,113
4240,"Ashland Area Board of REALTORS®",1,2021,82,9,328,168271,132700,143211,130950,11743375,128
4250,"Central Kentucky Association of REALTORS®",1,2021,29,,47,227280,199500,163982,160000,4755500,102
4245,"Eastern Kentucky Association of REALTORS®",1,2021,59,75,547,,,130575,90000,7004580,196
4300,"Greater Louisville Association of REALTORS®",1,2021,1165,,,,,252273,213000,293897752,28
4335,"Greater Owensboro Board of REALTORS®",1,2021,126,160,156,177507,166950,173486,156250,21859188,76
4375,"Heart of Kentucky Association of REALTORS®",1,2021,170,396,246,284928,199900,196842,184200,33463169,87
4280,"Henderson-Audubon Board of REALTORS®",1,2021,12,22,3,184226,169900,151920,169900,1823049,37
4285,"Hopkinsville-Christian Board of REALTORS®",1,2021,29,22,110,175836,151450,182693,159900,5298097,92
4290,"Kentucky-Barkley Lakes Board of REALTORS®",1,2021,48,11,110,249951,199900,218418,133450,10484100,127
4295,"Lexington Bluegrass Association of REALTORS®",1,2021,939,1133,1397,389017,269900,236461,195000,222036645,32
4310,"Madisonville-Hopkins Board of REALTORS®",1,2021,36,31,93,185475,129900,141536,114450,5095300,116
4315,"Mayfield-Graves Board of REALTORS®",1,2021,13,0,8,252687,272950,149430,137500,1942600,112
4320,"Murray Calloway County Board of REALTORS®",1,2021,34,24,43,477763,239900,222687,174950,7571380,91
4325,"Northern Kentucky Association of REALTORS®",1,2021,441,477,449,413207,300000,236787,200000,104423289,28
4330,"Old Kentucky Home Board of REALTORS®",1,2021,55,49,51,285827,250000,203788,190000,11208350,90
4340,"Paducah Board of REALTORS®",1,2021,79,27,250,247434,182400,184570,160000,14581088,92
4345,"Pennyrile Board of REALTORS®",1,2021,41,14,120,264031,189950,281206,157500,11529453,110
4355,"REALTOR® Association of Southern Kentucky",1,2021,195,446,443,283104,224900,196338,188000,38285925,114
4370,"Somerset-Lake Cumberland Board of REALTORS®",1,2021,66,103,363,233661,179900,179184,162250,11826150,116
4275,"South Central Kentucky Association of REALTORS®",1,2021,52,87,120,242519,186950,182985,150000,9515200,120
4240,"Ashland Area Board of REALTORS®",12,2020,121,8,343,171891,134900,142766,131000,17274700,115
4250,"Central Kentucky Association of REALTORS®",12,2020,38,25,110,224715,189900,189973,132,7219000,106
4245,"Eastern Kentucky Association of REALTORS®",12,2020,63,51,560,,,174667,129900,11004000,202
4300,"Greater Louisville Association of REALTORS®",12,2020,1585,,,,,249883,217661,396065046,26
4335,"Greater Owensboro Board of REALTORS®",12,2020,145,115,183,178444,164900,173319,150000,25131229,74
4375,"Heart of Kentucky Association of REALTORS®",12,2020,218,351,307,277259,188800,220350,195000,48036325,83
4280,"Henderson-Audubon Board of REALTORS®",12,2020,11,15,4,148019,144838,146427,146000,1610700,34
4285,"Hopkinsville-Christian Board of REALTORS®",12,2020,33,12,113,175537,157600,163424,154900,5393000,102
4290,"Kentucky-Barkley Lakes Board of REALTORS®",12,2020,49,16,140,270047,199450,179930,160000,8816600,91
4295,"Lexington Bluegrass Association of REALTORS®",12,2020,1284,959,1633,368953,262700,231683,199950,297480789,19
4310,"Madisonville-Hopkins Board of REALTORS®",12,2020,23,20,108,175651,133700,151813,139000,3491700,109
4315,"Mayfield-Graves Board of REALTORS®",12,2020,27,1,2,169750,169750,158711,109500,4285200,122
4320,"Murray Calloway County Board of REALTORS®",12,2020,38,15,56,435331,280000,230755,180500,8768700,113
4325,"Northern Kentucky Association of REALTORS®",12,2020,659,511,603,369000,280000,238213,209000,156744336,23
4330,"Old Kentucky Home Board of REALTORS®",12,2020,40,25,62,270098,239450,206518,186200,8260736,99
4340,"Paducah Board of REALTORS®",12,2020,98,24,245,235419,179900,170969,159950,16755058,81
4345,"Pennyrile Board of REALTORS®",12,2020,46,6,120,207070,164950,175341,124500,8065700,118
4355,"REALTOR® Association of Southern Kentucky",12,2020,269,403,500,275657,219900,212578,183000,57183743,102
4370,"Somerset-Lake Cumberland Board of REALTORS®",12,2020,118,74,355,243381,190000,190569,177000,22487160,115
4275,"South Central Kentucky Association of REALTORS®",12,2020,51,74,135,243741,184900,165999,149900,8465950,112
4240,"Ashland Area Board of REALTORS®",11,2020,109,21,396,177481,139900,138856,129000,15135402,113
4250,"Central Kentucky Association of REALTORS®",11,2020,39,27,94,226279,189900,164752,125000,6425355,110
4245,"Eastern Kentucky Association of REALTORS®",11,2020,67,64,566,,,114888,103900,7697500,217
4300,"Greater Louisville Association of REALTORS®",11,2020,1588,,,,,258038,220500,409764353,24
4335,"Greater Owensboro Board of REALTORS®",11,2020,139,156,194,186904,169900,182635,163000,25386279,57
4375,"Heart of Kentucky Association of REALTORS®",11,2020,222,356,329,281139,196500,219534,205000,48736666,82
4280,"Henderson-Audubon Board of REALTORS®",11,2020,9,16,10,151007,130000,119055,86500,1071500,36
4285,"Hopkinsville-Christian Board of REALTORS®",11,2020,46,16,125,167429,154900,170888,169950,7860864,90
4290,"Kentucky-Barkley Lakes Board of REALTORS®",11,2020,49,19,146,269320,192900,202351,160000,9915200,100
4295,"Lexington Bluegrass Association of REALTORS®",11,2020,1195,1128,1770,371424,261500,238560,200000,285079783,30
4310,"Madisonville-Hopkins Board of REALTORS®",11,2020,43,32,106,178829,127400,139816,115900,6012100,84
4315,"Mayfield-Graves Board of REALTORS®",11,2020,20,0,9,144144,139900,178440,168000,3568800,108
4320,"Murray Calloway County Board of REALTORS®",11,2020,25,15,73,415128,249500,221840,218000,5546000,89
4325,"Northern Kentucky Association of REALTORS®",11,2020,659,406,628,371849,280000,241216,216309,158961420,19
4330,"Old Kentucky Home Board of REALTORS®",11,2020,45,35,80,278811,252425,213310,211750,9598950,89
4340,"Paducah Board of REALTORS®",11,2020,81,35,306,22781,179450,178220,162000,14435900,88
4345,"Pennyrile Board of REALTORS®",11,2020,45,5,102,297437,222000,221024,189900,9946100,45
4355,"REALTOR® Association of Southern Kentucky",11,2020,240,485,561,274180,219900,230403,203000,55296856,97
4370,"Somerset-Lake Cumberland Board of REALTORS®",11,2020,142,110,389,236738,189000,187755,169900,26661340,118
4275,"South Central Kentucky Association of REALTORS®",11,2020,55,85,128,245414,189450,206473,175000,11356000,96
4240,"Ashland Area Board of REALTORS®",10,2020,109,15,445,172338,139900,135286,120000,14746250,121
4250,"Central Kentucky Association of REALTORS®",10,2020,41,29,98,242309,194500,195831,169900,8029100,80
4245,"Eastern Kentucky Association of REALTORS®",10,2020,85,94,549,146822,,135292,100000,11499799,248
4300,"Greater Louisville Association of REALTORS®",10,2020,1684,,,,,269669,222838,454123312,28
4335,"Greater Owensboro Board of REALTORS®",10,2020,149,162,206,206707,169900,200904,168000,29934726,70
4375,"Heart of Kentucky Association of REALTORS®",10,2020,273,405,335,273488,190000,215166,203900,58740385,79
4280,"Henderson-Audubon Board of REALTORS®",10,2020,7,22,10,184584,129900,142071,135000,994500,37
4285,"Hopkinsville-Christian Board of REALTORS®",10,2020,51,21,136,174014,159900,167607,143500,8547960,92
4290,"Kentucky-Barkley Lakes Board of REALTORS®",10,2020,57,23,166,277449,199000,196387,150000,11194100,111
4295,"Lexington Bluegrass Association of REALTORS®",10,2020,1375,1352,1919,380196,267545,238188,206450,327508823,33
4310,"Madisonville-Hopkins Board of REALTORS®",10,2020,57,28,117,176212,129900,158837,146000,9053725,112
4315,"Mayfield-Graves Board of REALTORS®",10,2020,24,0,26,158229,139700,135358,122250,3248600,75
4320,"Murray Calloway County Board of REALTORS®",10,2020,46,20,73,441795,314800,227067,189950,10445100,80
4325,"Northern Kentucky Association of REALTORS®",10,2020,761,722,706,37386400,279900,235200,210000,178987272,22
4330,"Old Kentucky Home Board of REALTORS®",10,2020,46,57,92,276344,249900,230004,189900,10580204,100
4340,"Paducah Board of REALTORS®",10,2020,107,37,318,222088,169900,185937,167000,19895266,85
4345,"Pennyrile Board of REALTORS®",10,2020,49,16,115,309056,225000,229812,186000,11268000,142
4355,"REALTOR® Association of Southern Kentucky",10,2020,304,526,555,282311,224000,230412,193000,70045539,116
4370,"Somerset-Lake Cumberland Board of REALTORS®",10,2020,146,148,451,234928,189000,188057,165000,27456355,108
4275,"South Central Kentucky Association of REALTORS®",10,2020,57,97,128,230127,178450,199688,175000,11382200,110
4240,"Ashland Area Board of REALTORS®",9,2020,119,17,414,175540,138000,146779,119900,17466800,133
4250,"Central Kentucky Association of REALTORS®",9,2020,41,33,99,233392,194900,183383,185000,7518737,87
4245,"Eastern Kentucky Association of REALTORS®",9,2020,70,90,575,,,118127,92875,8268886,226
4300,"Greater Louisville Association of REALTORS®",9,2020,1613,,,,,261407,220000,421649261,30
4335,"Greater Owensboro Board of REALTORS®",9,2020,161,182,204,238310,160000,227026,160000,36551221,71
4375,"Heart of Kentucky Association of REALTORS®",9,2020,267,449,321,275149,190000,204760,185000,54671162,83
4280,"Henderson-Audubon Board of REALTORS®",9,2020,12,20,8,151269,130000,126950,126500,1523400,55
4285,"Hopkinsville-Christian Board of REALTORS®",9,2020,47,30,157,188647,162900,164314,146000,7722750,116
4290,"Kentucky-Barkley Lakes Board of REALTORS®",9,2020,64,8,191,258258,169900,188095,154250,12038100,104
4295,"Lexington Bluegrass Association of REALTORS®",9,2020,1384,1272,1966,393868,285000,242207,209900,335215105,38
4310,"Madisonville-Hopkins Board of REALTORS®",9,2020,53,41,112,171069,119900,139931,116000,7416321,124
4315,"Mayfield-Graves Board of REALTORS®",9,2020,28,2,23,126326,119500,155882,134250,4364700,122
4320,"Murray Calloway County Board of REALTORS®",9,2020,56,20,68,432505,338450,228228,191250,12780800,130
4325,"Northern Kentucky Association of REALTORS®",9,2020,742,695,792,377005,284743,233407,205000,173188285,21
4330,"Old Kentucky Home Board of REALTORS®",9,2020,53,106,76,336670,271750,209098,175000,11082200,103
4340,"Paducah Board of REALTORS®",9,2020,108,29,329,224175,169900,215022,185000,23222410,93
4345,"Pennyrile Board of REALTORS®",9,2020,58,25,101,309900,225900,224512,173500,13021700,130
4355,"REALTOR® Association of Southern Kentucky",9,2020,301,567,578,300005,229900,211851,191700,63767185,110
4370,"Somerset-Lake Cumberland Board of REALTORS®",9,2020,149,170,494,227806,179900,163556,152000,24369961,127
4275,"South Central Kentucky Association of REALTORS®",9,2020,63,95,124,183568,167000,168566,149000,10619658,130
4240,"Ashland Area Board of REALTORS®",8,2020,124,19,422,175294,132350,156653,135750,19425018,136
4250,"Central Kentucky Association of REALTORS®",8,2020,33,40,102,229190,182400,204633,190000,6752900,103
4245,"Eastern Kentucky Association of REALTORS®",8,2020,75,88,611,,,129799,92000,9734926,206
4300,"Greater Louisville Association of REALTORS®",8,2020,1863,,,,,269359,225000,501816745,32
4335,"Greater Owensboro Board of REALTORS®",8,2020,183,164,205,175726,161000,171771,157000,31434018,72
4375,"Heart of Kentucky Association of REALTORS®",8,2020,289,451,326,273724,216000,201604,185500,58263676,88
4280,"Henderson-Audubon Board of REALTORS®",8,2020,9,19,11,201943,154500,170419,155000,1533777,25
4285,"Hopkinsville-Christian Board of REALTORS®",8,2020,49,18,191,231498,161900,160581,154000,8127350,98
4290,"Kentucky-Barkley Lakes Board of REALTORS®",8,2020,58,19,205,260829,169900,180939,147500,10494500,126
4295,"Lexington Bluegrass Association of REALTORS®",8,2020,1460,1568,1993,276719,169000,242813,205000,354506332,38
4310,"Madisonville-Hopkins Board of REALTORS®",8,2020,49,32,113,189081,124900,160533,130000,7866126,99
4315,"Mayfield-Graves Board of REALTORS®",8,2020,33,1,25,137232,119900,111047,100000,3664566,121
4320,"Murray Calloway County Board of REALTORS®",8,2020,53,23,74,413598,305500,200533,165000,102628250,79
4325,"Northern Kentucky Association of REALTORS®",8,2020,736,813,674,407543,299900,242470,223000,178458290,22
4330,"Old Kentucky Home Board of REALTORS®",8,2020,64,52,76,302188,270950,205051,191450,13123275,111
4340,"Paducah Board of REALTORS®",8,2020,103,31,334,234502,177450,191420,175000,19716345,118
4345,"Pennyrile Board of REALTORS®",8,2020,29,43,112,155892,144900,148099,136000,4294895,165
4355,"REALTOR® Association of Southern Kentucky",8,2020,302,588,616,295863,239000,208163,180000,62865495,107
4370,"Somerset-Lake Cumberland Board of REALTORS®",8,2020,152,179,523,229879,184900,178397,165000,27116455,131
4275,"South Central Kentucky Association of REALTORS®",8,2020,84,99,119,251861,194900,161905,152450,13600019,153
4240,"Ashland Area Board of REALTORS®",7,2020,130,43,424,177253,139900,150000,133750,19501381,148
4250,"Central Kentucky Association of REALTORS®",7,2020,47,,102,240606,202450,216182,170000,10160600,110
4245,"Eastern Kentucky Association of REALTORS®",7,2020,86,109,605,162693,,134543,105000,11570715,190
4300,"Greater Louisville Association of REALTORS®",7,2020,1958,,,,,263576,229250,516081434,36
4335,"Greater Owensboro Board of REALTORS®",7,2020,192,192,187,282646,159900,178776,158500,34325003,71
4375,"Heart of Kentucky Association of REALTORS®",7,2020,297,492,318,271148,225000,212988,190000,63260489,104
4280,"Henderson-Audubon Board of REALTORS®",7,2020,13,26,16,189339,159900,155669,164000,2023700,49
4285,"Hopkinsville-Christian Board of REALTORS®",7,2020,44,23,176,201548,158750,172592,166750,7594050,91
4290,"Kentucky-Barkley Lakes Board of REALTORS®",7,2020,64,16,216,262317,189900,174921,140000,11194500,147
4295,"Lexington Bluegrass Association of REALTORS®",7,2020,1583,1661,2114,370181,271900,239516,205495,379154014,42
4310,"Madisonville-Hopkins Board of REALTORS®",7,2020,59,29,123,182594,134900,134135,119900,7913953,134
4315,"Mayfield-Graves Board of REALTORS®",7,2020,38,1,20,164582,179450,143578,127950,5456000,131
4320,"Murray Calloway County Board of REALTORS®",7,2020,55,30,79,374833,274900,197390,157500,10856490,89
4325,"Northern Kentucky Association of REALTORS®",7,2020,789,790,667,385814,284900,233078,214918,183898800,27
4330,"Old Kentucky Home Board of REALTORS®",7,2020,67,56,90,218746,197425,212450,195500,14234189,115
4340,"Paducah Board of REALTORS®",7,2020,123,25,341,245411,189900,177256,175000,21802518,104
4345,"Pennyrile Board of REALTORS®",7,2020,38,35,96,189410,158700,180230,155500,6848750,145
4355,"REALTOR® Association of Southern Kentucky",7,2020,314,581,678,288958,229450,213887,191500,67160806,102
4370,"Somerset-Lake Cumberland Board of REALTORS®",7,2020,151,153,551,223966,179900,164688,149900,24867998,141
4275,"South Central Kentucky Association of REALTORS®",7,2020,79,105,121,251557,184900,170977,143000,13507149,119
4240,"Ashland Area Board of REALTORS®",6,2020,108,72,470,179050,139000,123531,110500,15782216,151
4250,"Central Kentucky Association of REALTORS®",6,2020,40,,105,260825,209900,215577,195750,5623100,79
4245,"Eastern Kentucky Association of REALTORS®",6,2020,72,101,636,162706,,116767,89750,8407252,163
4300,"Greater Louisville Association of REALTORS®",6,2020,1804,,,,,249932,212000,450877092,40
4335,"Greater Owensboro Board of REALTORS®",6,2020,171,189,184,226832,164500,181341,150000,31009378,81
4375,"Heart of Kentucky Association of REALTORS®",6,2020,279,490,350,258990,208000,203680,189900,56826910,103
4280,"Henderson-Audubon Board of REALTORS®",6,2020,16,24,12,158486,143900,151512,142450,2424200,34
4285,"Hopkinsville-Christian Board of REALTORS®",6,2020,30,15,155,184173,159900,122778,122250,3683340,109
4290,"Kentucky-Barkley Lakes Board of REALTORS®",6,2020,61,20,235,234552,164900,169416,143500,10334421,136
4295,"Lexington Bluegrass Association of REALTORS®",6,2020,1408,1703,2276,364497,274900,231337,200000,325722019,50
4310,"Madisonville-Hopkins Board of REALTORS®",6,2020,50,43,123,178926,127500,138385,127750,6919269,92
4315,"Mayfield-Graves Board of REALTORS®",6,2020,26,3,23,143913,134900,154833,85750,4025681,106
4320,"Murray Calloway County Board of REALTORS®",6,2020,55,28,93,332994,232000,163802,145000,9009150,125
4325,"Northern Kentucky Association of REALTORS®",6,2020,725,855,645,387998,297900,230840,212550,169359257,35
